Title,Author,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Date Read,Date Added,Bookshelves,Exclusive Shelf,My Review,Read Count,Owned Copies
"Lyckliga gatan (Annika Bengtzon, #10)",Liza Marklund,0,3.29,Piratförlaget,Hardcover,413.0,2013.0,,2017/06/06,to-read,to-read,,0,0
"Kaninjägaren (Joona Linna, #6)",Lars Kepler,0,4.05,Albert Bonniers Förlag,Hardcover,572.0,2016.0,,2017/06/06,to-read,to-read,,0,0
"Sandmannen (Joona Linna, #4)",Lars Kepler,0,4.26,Albert Bonniers Förlag,Hardcover,518.0,2012.0,,2017/06/06,to-read,to-read,,0,0
"Stalker (Joona Linna, #5)",Lars Kepler,0,4.14,Albert Bonniers Förlag,ebook,603.0,2014.0,,2017/06/06,to-read,to-read,,0,0
"Eldvittnet (Joona Linna, #3)",Lars Kepler,0,4.12,Albert Bonniers Förlag,Hardcover,576.0,2011.0,,2017/06/06,to-read,to-read,,0,0
"The Marco Effect (Department Q, #5)",Jussi Adler-Olsen,5,3.88,Dutton,Hardcover,496.0,2014.0,2017/06/06,2017/05/21,,read,,1,0
The Attention Merchants: The Epic Scramble to Get Inside Our Heads,Tim Wu,0,4.08,Knopf,Hardcover,403.0,2016.0,,2017/05/26,to-read,to-read,,0,0
The Dark Net,Benjamin Percy,0,3.21,Mariner Books,Hardcover,256.0,2017.0,,2017/05/25,to-read,to-read,,0,0
Data Science for Business: What You Need to Know about Data Mining and Data-Analytic Thinking,Foster Provost,0,4.13,O'Reilly Media,Paperback,413.0,2013.0,,2017/05/25,to-read,to-read,,0,0
"Mississippi Blood (Penn Cage, #6)",Greg Iles,5,4.43,William Morrow,Kindle Edition,704.0,2017.0,2017/05/21,2017/04/23,,read,,1,0
"東京喰種トーキョーグール 8 [Tokyo Guru 8] (Tokyo Ghoul, #8)",Sui Ishida,3,4.47,集英社,Paperback,216.0,2013.0,2017/05/06,2017/04/30,,read,,1,0
You're Never Weird on the Internet (Almost),Felicia Day,3,4.07,Sphere,Kindle Edition,273.0,2015.0,2017/05/02,2017/02/11,,read,,1,0
"東京喰種トーキョーグール 7 [Tokyo Guru 7] (Tokyo Ghoul, #7)",Sui Ishida,3,4.56,集英社,Paperback,200.0,2013.0,2017/05/01,2017/04/29,,read,,1,0
"東京喰種トーキョーグール 6 [Tokyo Guru 6] (Tokyo Ghoul, #6)",Sui Ishida,3,4.38,集英社,Paperback,200.0,2013.0,2017/04/29,2017/04/19,,read,,1,0
"Journal 64 (Department Q, #4)",Jussi Adler-Olsen,4,4.06,Politiken,Paperback,461.0,2010.0,2017/04/27,2015/03/24,,read,,1,0
The Art of Deception: Controlling the Human Element of Security,Kevin D. Mitnick,3,3.76,Wiley,Paperback,352.0,2003.0,2017/04/23,2017/03/11,,read,,1,0
"東京喰種トーキョーグール 5 [Tokyo Guru 5] (Tokyo Ghoul, #5)",Sui Ishida,3,4.34,集英社,Paperback,200.0,2012.0,2017/04/19,2017/04/16,,read,,1,0
"東京喰種トーキョーグール 4 [Tokyo Guru 4] (Tokyo Ghoul, #4)",Sui Ishida,4,4.36,集英社,Paperback,192.0,2012.0,2017/04/16,2017/04/15,,read,,1,0
"東京喰種トーキョーグール 3 (Tokyo Ghoul, #3)",Sui Ishida,4,4.39,集英社,Paperback,192.0,2012.0,2017/04/15,2017/04/14,,read,,1,0
Wiseguy,Nicholas Pileggi,0,4.24,Pocket Books,Mass Market Paperback,320.0,1990.0,,2017/04/15,to-read,to-read,,0,0
"The Tin Collectors (Shane Scully, #1)",Stephen J. Cannell,0,3.96,St. Martin's Paperbacks,Mass Market Paperback,370.0,2002.0,,2017/04/15,to-read,to-read,,0,0
"A Certain Justice (Abe Glitsky, #1)",John Lescroart,0,4.02,Signet,Paperback,624.0,2006.0,,2017/04/15,to-read,to-read,,0,0
"東京喰種トーキョーグール 2 (Tokyo Ghoul, #2)",Sui Ishida,3,4.42,集英社,Paperback,208.0,2012.0,2017/04/14,2017/04/14,,read,,1,0
"Tokyo Ghoul, Tome 1 (Tokyo Ghoul, #1)",Sui Ishida,3,4.4,Glénat,Mass Market Paperback,224.0,2013.0,2017/04/14,2017/04/08,,read,,1,0
Otherworlds: Visions of Our Solar System,Michael Benson,0,4.56,Abrams,Hardcover,160.0,2017.0,,2017/04/01,to-read,to-read,,0,0
"Flaskepost fra P (Afdeling Q, #3)",Jussi Adler-Olsen,4,4.04,Politiken,Unbound,485.0,2009.0,,2015/03/24,,read,,1,0
"Selfies (Sonderdezernat Q, #7)",Jussi Adler-Olsen,0,3.92,dtv,Hardcover,592.0,2017.0,,2017/03/31,to-read,to-read,,0,0
"Death Is Now My Neighbor (Inspector Morse, #12)",Colin Dexter,3,4.08,Crown Publishing Group (NY),Hardcover,347.0,1996.0,2017/03/30,2017/03/22,,read,,1,0
"Empires of the Sea: The Final Battle for the Mediterranean, 1521 - 1580",Roger Crowley,0,4.29,Random House Inc,Hardcover,341.0,2008.0,,2017/03/21,to-read,to-read,,0,0
Conquerors: How Portugal Forged the First Global Empire,Roger Crowley,0,4.27,Random House,Hardcover,384.0,2015.0,,2017/03/21,to-read,to-read,,0,0
The Invention of Nature: Alexander von Humboldt's New World,Andrea Wulf,5,4.32,Knopf,Hardcover,473.0,2015.0,,2017/02/13,,read,,3,0
"三体 (三体, #1)",Liu Cixin,0,4.08,重庆出版社,Paperback,302.0,2008.0,2015/04/14,2015/03/13,never-finished,never-finished,,1,0
A Billion Voices: China's Search for a Common Language (Penguin Specials),David Moser,4,4.25,Penguin Australia,Paperback,120.0,2016.0,2017/03/11,2017/03/09,,read,,1,0
Ghost in the Wires: My Adventures as the World's Most Wanted Hacker,Kevin D. Mitnick,5,3.96,"Little, Brown and Company",Hardcover,413.0,2011.0,,2017/02/12,,read,,3,0
Artificial Intelligence: What Everyone Needs to KnowR (What Everyone Needs To Know®),Jerry Kaplan,5,3.67,Oxford University Press,Kindle Edition,181.0,2016.0,2017/02/27,2017/02/21,,read,,1,0
Fate's Past,Jason Huebinger,0,3.27,Pandamoon,Kindle Edition,228.0,2016.0,,2017/02/26,to-read,to-read,,0,0
Heaven Lake,John  Dalton,0,3.71,Scribner,Paperback,464.0,2005.0,,2017/02/26,to-read,to-read,,0,0
Humans Need Not Apply: A Guide to Wealth and Work in the Age of Artificial Intelligence,Jerry Kaplan,0,3.68,Yale University Press,Hardcover,210.0,2015.0,,2017/02/21,to-read,to-read,,0,0
The Art of Invisibility: The World's Most Famous Hacker Teaches You How to Be Safe in the Age of Big Brother and Big Data,Kevin D. Mitnick,5,3.98,"Little, Brown and Company",Hardcover,320.0,2017.0,2017/02/21,2017/02/12,,read,,1,0
Selection Day,Aravind Adiga,0,3.22,Picador,Hardcover,330.0,2016.0,,2017/02/11,to-read,to-read,,0,0
The People in the Trees,Hanya Yanagihara,0,3.73,Doubleday,Hardcover,369.0,2013.0,,2017/02/11,to-read,to-read,,0,0
Twenty Fragments of a Ravenous Youth,Xiaolu Guo,0,3.66,Nan A. Talese,Hardcover,172.0,2008.0,,2017/02/10,to-read,to-read,,0,0
I Am China,Xiaolu Guo,0,3.71,Nan A. Talese,Hardcover,384.0,2014.0,,2017/02/10,to-read,to-read,,0,0
Village of Stone,Xiaolu Guo,0,3.8,Vintage Books,Mass Market Paperback,196.0,2005.0,,2017/02/10,to-read,to-read,,0,0
Once Upon a Time in the East: A Story of Growing Up,Xiaolu Guo,5,4.13,Vintage Digital,Kindle Edition,304.0,2017.0,2017/02/10,2017/01/26,,read,,1,0
"Todesfrist (Maarten S. Sneijder, #1)",Andreas Gruber,3,4.32,Goldmann ,Paperback,410.0,2013.0,2017/02/06,2016/12/12,,read,,1,0
"The Wolf of Wall Street (The Wolf of Wall Street, #1)",Jordan Belfort,5,3.75,Bantam,Hardcover,528.0,2007.0,2017/02/01,2015/12/19,,read,,1,0
The Internet of Money,Andreas M. Antonopoulos,5,4.06,Merkle Bloom LLC,Kindle Edition,200.0,2016.0,2017/01/26,2017/01/04,,read,,1,0
The Economic Singularity: Artificial intelligence and the death of capitalism,Calum Chace,5,3.84,Three Cs,Kindle Edition,487.0,2016.0,2017/01/18,2016/12/29,,read,,1,0
"Death of a Celebrity (Hamish Macbeth, #17)",M.C. Beaton,3,3.87,Mysterious Press AOL Time Warner,Hardcover,259.0,2002.0,2017/01/15,2015/04/03,kobo,read,,1,0
Liar's Poker,Michael   Lewis,5,4.15,W. W. Norton & Company,Paperback,310.0,2010.0,2016/12/28,2016/09/24,,read,,1,0
"Bringing Down The Great Wall: Writings on Science, Culture and Democracy in China",Fang Lizhi,0,4.3,Knopf,Hardcover,336.0,1991.0,,2011/05/28,,read,,1,0
The Blooding,Joseph Wambaugh,3,3.98,Bantam,Mass Market Paperback,432.0,1989.0,2016/12/16,2014/05/31,,read,,1,0
"黑暗森林 (三体, #2)",Liu Cixin,0,4.41,重庆出版社,Paperback,470.0,2008.0,,2015/03/13,to-read,to-read,,0,0
Do Not Say We Have Nothing,Madeleine Thien,5,3.92,Knopf Canada,Hardcover,473.0,2016.0,2016/12/12,2016/10/26,,read,,1,0
"In a Dark, Dark Wood",Ruth Ware,0,3.72,Harvill Secker,Hardcover,352.0,2015.0,,2016/12/09,to-read,to-read,,0,0
"The Woman in Cabin 10 (Lo Blacklock, #1)",Ruth Ware,0,3.73,Scout Press,Hardcover,341.0,2016.0,,2016/12/09,to-read,to-read,,0,0
The Girls,Emma Cline,0,3.51,Random House,Hardcover,355.0,2016.0,,2016/12/09,to-read,to-read,,0,0
"Still Life (Chief Inspector Armand Gamache, #1)",Louise Penny,2,3.9,St. Martin's Paperbacks,Mass Market Paperback,293.0,2007.0,2016/12/03,2015/04/04,,read,,1,0
"Hatching Twitter: A True Story of Money, Power, Friendship, and Betrayal",Nick Bilton,5,4.04,Portfolio Hardcover,Hardcover,299.0,2013.0,2016/12/01,2016/06/12,,read,,1,0
Deep Work: Rules for Focused Success in a Distracted World,Cal Newport,0,4.17,Grand Central Publishing,Hardcover,296.0,2016.0,,2016/11/20,to-read,to-read,,0,0
"Rather Be the Devil (Inspector Rebus, #21)",Ian Rankin,5,4.09,Orion,ebook,317.0,2016.0,2016/11/19,2016/06/01,,read,,1,0
"A Fatal Grace (Chief Inspector Armand Gamache, #2)",Louise Penny,0,4.1,Minotaur Books,Hardcover,311.0,2007.0,,2016/11/15,to-read,to-read,,0,0
Fool Me Once (Detective Sami Kierce #1),Harlan Coben,0,3.97,Dutton,Hardcover,387.0,2016.0,,2016/11/15,to-read,to-read,,0,0
"The Trespasser (Dublin Murder Squad, #6)",Tana French,0,3.99,Viking,Hardcover,449.0,2016.0,,2016/11/15,to-read,to-read,,0,0
Swing Time,Zadie Smith,0,3.56,Hamish Hamilton,Hardcover,453.0,2016.0,,2016/11/15,to-read,to-read,,0,0
"A Conspiracy of Faith (Department Q, #3)",Jussi Adler-Olsen,4,4.04,Dutton,Hardcover,504.0,2013.0,2016/11/08,2016/09/11,,read,,1,0
Turning Angel (Penn Cage #2),Greg Iles,5,4.14,Scribner,Kindle Edition,672.0,2005.0,2013/04/21,2013/02/22,,read,,1,0
Flash Boys: A Wall Street Revolt,Michael   Lewis,5,4.14,W. W. Norton & Company,Paperback,304.0,2015.0,2016/11/03,2016/09/13,,read,,1,0
Blockchain: The Complete Guide To Understanding The Technology Behind Cryptocurrency,Jeffery Siberius,3,3.71,,Kindle Edition,49.0,2016.0,2016/10/29,2016/10/28,,read,,1,0
Mulholland Dive,Michael    Connelly,4,3.89,"Little, Brown and Company",ebook,57.0,2012.0,2016/10/29,2016/10/27,,read,,1,0
"Angle of Investigation (Harry Bosch, #14.7; Harry Bosch Universe, #23.5)",Michael    Connelly,4,4.06,"Little, Brown and Company",Kindle Edition,92.0,2011.0,2016/10/28,2014/12/12,,read,,1,0
The House on Mango Street,Sandra Cisneros,0,3.69,Knopf Doubleday Publishing Group,Paperback,110.0,2009.0,,2016/10/27,to-read,to-read,,0,0
"The Wrong Side of Goodbye (Harry Bosch, #19; Harry Bosch Universe, #29)",Michael    Connelly,5,4.34,"Little, Brown and Company ",Hardcover,388.0,2016.0,2016/10/27,2016/10/17,,read,,1,0
On Intelligence,Jeff Hawkins,5,4.11,St. Martin's Griffin,Paperback,261.0,2005.0,2016/10/21,2015/11/21,,read,,1,0
Intercept: The Secret History of Computers and Spies,Gordon Corera,5,4.08,Weidenfeld & Nicolson ,Hardcover,431.0,2015.0,2015/09/06,2015/07/19,,read,,1,0
The Big Short: Inside the Doomsday Machine,Michael   Lewis,5,4.3,W. W. Norton & Company,Paperback,291.0,2015.0,2016/09/25,2016/09/13,,read,,1,0
"Harry Potter and the Goblet of Fire (Harry Potter, #4)",J.K. Rowling,0,4.57,Scholastic Inc.,Paperback,734.0,2013.0,,2015/04/03,kobo,read,,1,0
"Little Brother (Little Brother, #1)",Cory Doctorow,5,3.93,Tor Teen,Hardcover,382.0,2008.0,2016/10/05,2016/08/28,,read,,1,0
"Mercy (Department Q, #1)",Jussi Adler-Olsen,4,4.0,Penguin Books,Paperback,492.0,2011.0,,2011/04/07,,read,,1,0
Osterfeuer,Ella Danz,0,3.84,Gmeiner,Paperback,326.0,2006.0,,2016/08/09,never-finished,never-finished,,0,0
Frühling der Barbaren,Jonas Lüscher,0,3.46,Beck,Hardcover,125.0,2013.0,,2016/08/12,never-finished,never-finished,,0,0
Rise of the Robots: Technology and the Threat of a Jobless Future,Martin Ford,5,3.97,Basic Books,Hardcover,352.0,2015.0,2016/09/25,2016/07/01,,read,,1,0
Cell,Stephen        King,4,3.66,Pocket Star Books,Mass Market Paperback,449.0,2006.0,2016/09/22,2014/12/01,,read,,1,0
"The Gallows Bird (Patrik Hedström, #4)",Camilla Lackberg,4,3.82,HarperCollins,Paperback,384.0,2011.0,2012/01/08,2012/01/05,,read,,1,0
"The Hanging Girl (Department Q, #6)",Jussi Adler-Olsen,5,3.9,Dutton,Hardcover,512.0,2015.0,2016/09/10,2016/08/19,,read,,1,0
"Homeland (Little Brother, #2)",Cory Doctorow,0,3.96,Tor Teen,Hardcover,396.0,2013.0,,2016/08/28,to-read,to-read,,0,0
Data and Goliath: The Hidden Battles to Collect Your Data and Control Your World,Bruce Schneier,5,4.0,W. W. Norton & Company,Paperback,427.0,2016.0,2016/08/28,2016/07/10,,read,,1,0
"Never Go Back (Jack Reacher, #18)",Lee Child,0,4.09,Dell,Mass Market Paperback,592.0,2014.0,,2015/04/03,kobo,read,,1,0
Blackout. Morgen ist es zu spät,Marc Elsberg,3,4.0,Blanvalet,Hardcover,800.0,2012.0,2016/08/15,2016/07/10,,read,,1,0
Online-Shops Mit Magento,Roman Zenner,0,3.25,O'Reilly Verlag,ebook,472.0,2011.0,,2016/06/18,never-finished,never-finished,,0,0
Numero zero,Umberto Eco,3,3.17,Bompiani,Kindle Edition,224.0,2015.0,2016/08/07,2016/08/07,,read,,1,0
Die Lebenden und die Toten (Bodenstein & Kirchhoff #7),Nele Neuhaus,3,3.96,Ullstein,Hardcover,556.0,2014.0,2016/08/07,2016/07/23,,read,,1,0
Future Crimes,Marc Goodman,5,3.93,Doubleday,Hardcover,393.0,2015.0,2016/07/10,2016/06/01,,read,,1,0
"End of Watch (Bill Hodges Trilogy, #3)",Stephen        King,5,4.11,Scribner,Hardcover,432.0,2016.0,2016/07/04,2016/06/06,,read,,1,0
"Death of a Dustman (Hamish Macbeth, #16)",M.C. Beaton,3,3.9,Warner Time Warner ,Mass Market Paperback,226.0,2002.0,2016/06/08,2013/02/07,,read,,1,0
Das Hohe Haus. Ein Jahr im Parlament,Roger Willemsen,0,3.94,S. Fischer,Hardcover,400.0,2014.0,,2016/06/04,to-read,to-read,,0,0
Mastering Bitcoin: Unlocking Digital Cryptocurrencies,Andreas M. Antonopoulos,0,4.3,O'Reilly Media,Paperback,296.0,2015.0,,2015/05/30,never-finished,never-finished,,0,0
"Blockchain Revolution: How the Technology Behind Bitcoin Is Changing Money, Business, and the World",Don Tapscott,5,3.38,Portfolio,Kindle Edition,365.0,2016.0,2016/06/03,2016/05/15,,read,,1,0
Death Spiral,Leena Lehtolainen,0,3.81,Amazon Crossing,Paperback,350.0,2015.0,,2016/05/27,to-read,to-read,,0,0
"Divergent (Divergent, #1)",Veronica Roth,3,4.14,Katherine Tegen Books,Hardcover,487.0,2011.0,2012/01/26,2012/01/03,,read,,1,0
Christine,Stephen        King,5,3.85,Viking,Hardcover,526.0,1983.0,2016/05/26,2016/03/13,,read,,1,0
Taipei,Tao Lin,0,3.33,Knopf Doubleday Publishing Group,Paperback,248.0,2013.0,,2016/05/25,to-read,to-read,,0,0
How Not to Be Wrong: The Power of Mathematical Thinking,Jordan Ellenberg,0,3.95,Penguin Press,Hardcover,480.0,2014.0,,2016/05/23,to-read,to-read,,0,0
The Third Wave: An Entrepreneur's Vision of the Future,Steve  Case,5,3.67,Simon & Schuster,Hardcover,240.0,2016.0,2016/05/23,2016/05/07,,read,,1,0
Blood Memory,Greg Iles,5,4.16,Pocket Star,Mass Market Paperback,800.0,2005.0,2016/05/21,2015/05/16,,read,,1,0
Landscapes of the Chinese Soul: The Enduring Presence of the Cultural Revolution,Tomas Plaenkers,0,3.5,Karnac Books,Kindle Edition,224.0,2014.0,,2016/05/21,to-read,to-read,,0,0
Mao's Last Revolution,Roderick MacFarquhar,0,4.08,Belknap Press of Harvard University Press,Hardcover,693.0,2006.0,,2016/05/21,to-read,to-read,,0,0
The Vegetarian,Han Kang,0,3.64,Hogarth,Hardcover,188.0,2016.0,,2016/05/16,to-read,to-read,,0,0
Surviving AI: The promise and peril of artificial intelligence,Calum Chace,5,3.88,Three Cs,Kindle Edition,261.0,2015.0,2016/05/15,2015/11/08,,read,"Well-written intro to AI. Speculative by necessity, it still raises big questions. Kudos to Mr Chace for writing a book for the general reader. Superintelligence being ""our final invention"", this subject is way too important to be left to the tech geeks!<br/>",1,0
Where Are the Customers' Yachts?: or A Good Hard Look at Wall Street,Fred Schwed Jr.,0,3.89,Wiley,Paperback,208.0,2006.0,,2016/05/10,to-read,to-read,,0,0
Our Final Invention: Artificial Intelligence and the End of the Human Era,James Barrat,0,3.72,Thomas Dunne Books/St Martin's Press (NY),Hardcover,322.0,2013.0,,2016/05/08,to-read,to-read,,0,0
All the Light We Cannot See,Anthony Doerr,0,4.31,Scribner,Hardcover,544.0,2014.0,,2016/05/06,to-read,to-read,,0,0
"The Sympathizer (The Sympathizer, #1)",Viet Thanh Nguyen,5,4.01,Grove Press,Hardcover,371.0,2015.0,2016/05/06,2016/04/18,,read,,1,0
"A Darker Domain (Karen Pirie, #2)",Val McDermid,0,4.01,HarperCollins,Paperback,392.0,2009.0,,2015/04/03,kobo,read,,1,0
Monster (Alex Delaware #13),Jonathan Kellerman,0,3.93,Ballantine Books,Paperback,393.0,2000.0,,2015/04/03,kobo,read,,1,0
Sleep No More,Greg Iles,3,3.75,Signet Books,Mass Market Paperback,470.0,2003.0,2016/04/22,2016/03/03,,read,,1,0
Dead Sleep,Greg Iles,3,4.09,Signet Books,Mass Market Paperback,452.0,2002.0,2016/03/31,2015/05/16,,read,,1,0
"Rivers of London (Rivers of London, #1)",Ben Aaronovitch,0,3.85,Gollancz,Kindle Edition,396.0,2011.0,,2012/07/14,to-read,to-read,,0,0
"Später Frost (Ein Fall für Ingrid Nyström und Stina Forss, #1)",Roman Voosen,3,3.58,Kiepenheuer & Witsch GmbH,Kindle Edition,372.0,2012.0,2016/03/22,2016/03/13,,read,,1,0
Er ist wieder da,Timur Vermes,5,3.43,Eichborn,Hardcover,400.0,2012.0,2016/03/13,2016/01/11,,read,,1,0
"Last Friends (Old Filth, #3)",Jane Gardam,0,3.86,Europa Editions,Paperback,205.0,2013.0,,2016/02/28,to-read,to-read,,0,0
Old Filth,Jane Gardam,5,3.94,Abacus,ebook,260.0,2013.0,2016/02/27,2016/01/14,,read,,1,0
"Der Leuchtturmwärter (Patrik Hedström, #7)",Camilla Läckberg,3,3.83,List,Hardcover,480.0,2013.0,2016/02/13,2013/04/07,,read,,1,0
The Polar Bear Killing (Fire and Ice #4.5),Michael Ridpath,5,3.84,Corvus,Kindle Edition,90.0,2016.0,2016/01/11,2015/12/25,,read,,1,0
The Black Marble,Joseph Wambaugh,4,3.82,Random House Publishing Group,Paperback,416.0,1998.0,2016/01/09,2014/05/31,,read,,1,0
"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,0,4.34,Bantam,ebook,1040.0,2011.0,,2015/04/11,kobo,read,,1,0
The Whites,Harry Brandt,4,3.64,Henry Holt and Co.,Hardcover,333.0,2015.0,2016/01/02,2015/11/19,,read,,1,0
Crashkurs: Weltwirtschaftskrise oder Jahrhundertchance? Wie Sie das Beste aus Ihrem Geld machen,Dirk Müller,0,3.58,Droemer,Hardcover,256.0,2009.0,,2015/12/29,to-read,to-read,,0,0
"Cashkurs: So machen Sie das Beste aus Ihrem Geld: Aktien, Versicherungen, Immobilien",Dirk Müller,5,3.6,Droemer,Hardcover,368.0,2011.0,2015/12/29,2015/12/27,,read,,1,0
"Cop Hater (87th Precinct, #1)",Ed McBain,0,3.83,Signet,Mass Market Paperback,160.0,1987.0,,2015/12/26,to-read,to-read,,0,0
"The Crossing (Harry Bosch, #18; Harry Bosch Universe, #28)",Michael    Connelly,5,4.28,"Little, Brown and Company",Hardcover,388.0,2015.0,2015/12/25,2015/03/17,,read,,1,0
The Buy Side: A Wall Street Trader's Tale of Spectacular Excess,Turney Duff,0,3.97,Crown Business,Hardcover,320.0,2013.0,,2015/12/19,to-read,to-read,,0,0
Money and Power: How Goldman Sachs Came to Rule the World,William D. Cohan,0,3.86,Doubleday,Hardcover,672.0,2011.0,,2015/12/19,to-read,to-read,,0,0
My Grandmother Asked Me to Tell You She's Sorry,Fredrik Backman,3,4.07,Atria Books,Hardcover,372.0,2015.0,2015/12/13,2015/11/18,,read,,1,0
"Even Dogs in the Wild (Inspector Rebus, #20)",Ian Rankin,5,4.2,Orion,ebook,353.0,2015.0,2015/12/05,2015/11/13,,read,,1,0
Dark Places,Gillian Flynn,0,3.95,Crown,Kindle Edition,368.0,2009.0,,2015/04/06,kobo,read,,1,0
Dark Places,Gillian Flynn,0,3.95,Crown,Paperback,349.0,2010.0,,2015/04/03,kobo,read,,1,0
"Death of an Addict (Hamish Macbeth, #15)",M.C. Beaton,3,3.81,Warner Books,Mass Market Paperback,214.0,2001.0,2015/11/13,2013/02/07,,read,,1,0
Pet Sematary,Stephen        King,5,4.08,Pocket,Mass Market Paperback,576.0,2005.0,2015/11/12,2014/11/27,,read,,1,0
Purity,Jonathan Franzen,0,3.64,"Farrar, Straus and Giroux",Hardcover,563.0,2015.0,,2015/11/11,to-read,to-read,,0,0
Pandora's Brain,Calum Chace,0,3.6,Three Cs,Paperback,412.0,2014.0,,2015/11/08,to-read,to-read,,0,0
"The Thousand-Dollar Tan Line (Veronica Mars, #1)",Rob Thomas,0,3.98,Vintage Books,Paperback,324.0,2014.0,,2015/11/07,to-read,to-read,,0,0
"Career of Evil (Cormoran Strike, #3)",Robert Galbraith,5,4.22,Mulholland Books,Hardcover,512.0,2015.0,2015/11/07,2015/10/26,,read,,1,0
Gone for Good,Harlan Coben,4,4.11,Dell,Mass Market Paperback,432.0,2003.0,2015/10/26,2012/04/08,,read,,1,0
Berlin Noir: March Violets / The Pale Criminal / A German Requiem (Bernie Gunther #1-3),Philip Kerr,0,4.22,G.P. Putnam's Sons,Paperback,834.0,1993.0,,2015/10/18,to-read,to-read,,0,0
Tell No One,Harlan Coben,4,4.06,Dell Publishing Company,Mass Market Paperback,370.0,2009.0,2015/10/10,2012/01/26,,read,,1,0
"Mycroft Holmes (Mycroft Holmes and Sherlock, #1)",Kareem Abdul-Jabbar,0,3.76,Titan Books,Hardcover,336.0,2015.0,,2015/10/10,to-read,to-read,,0,0
Evernote - Mein Life-Management-Tool: Wie ich mit Evernote mein Leben organisiere! (German Edition),Thomas Mangold,3,2.86,CreateSpace Independent Publishing Platform,Paperback,92.0,2013.0,2013/11/09,2013/11/04,,read,,1,0
Slade House,David Mitchell,0,3.81,Random House,Hardcover,238.0,2015.0,,2015/10/07,to-read,to-read,,0,0
The Age of Spiritual Machines,Ray Kurzweil,0,3.9,Penguin ,Trade Paperback,388.0,2000.0,,2015/10/06,to-read,to-read,,0,0
The Singularity is Near: When Humans Transcend Biology,Ray Kurzweil,0,3.93,Penguin ,Paperback,652.0,2006.0,,2015/10/06,to-read,to-read,,0,0
"Superintelligence: Paths, Dangers, Strategies",Nick Bostrom,0,3.86,Oxford University Press,Hardcover,352.0,2014.0,,2015/10/06,to-read,to-read,,0,0
"Kalter Grund (Pia Korittki, #1)",Eva Almstädt,3,3.46,Bastei Lübbe,Paperback,268.0,2004.0,2015/10/02,2015/09/22,,read,,1,0
The Stranger,Harlan Coben,4,3.9,Dutton,Hardcover,386.0,2015.0,2015/09/21,2015/04/28,,read,,1,0
The Weeping Girl (The Van Veeteren Series Book 8),Håkan Nesser,0,3.63,Mantle,Kindle Edition,477.0,2013.0,,2015/09/13,to-read,to-read,,0,0
Fates and Furies,Lauren Groff,0,3.59,Riverhead Books,Hardcover,390.0,2015.0,,2015/09/13,to-read,to-read,,0,0
Data and Goliath: The Hidden Battles to Collect Your Data and Control Your World,Bruce Schneier,0,4.0,W. W. Norton & Company,Hardcover,398.0,2015.0,,2015/09/06,to-read,to-read,,0,0
"The Snake, the Crocodile and the Dog (Amelia Peabody, #7)",Elizabeth Peters,0,4.22,Grand Central Publishing,Mass Market Paperback,448.0,1994.0,,2015/08/30,"kobo, to-read",to-read,,0,0
The Serpent on the Crown,Elizabeth Peters,0,4.18,Constable,Kindle Edition,194.0,2014.0,,2015/08/30,"kobo, to-read",to-read,,0,0
"Tomb of the Golden Bird (Amelia Peabody, #18)",Elizabeth Peters,0,4.17,William Morrow,Hardcover,381.0,2006.0,,2015/08/30,"kobo, to-read",to-read,,0,0
